id,teks,teks_clean,label
201,"@nabiylarisfa Aku inget ada hal menarik waktu diskusi bersama Disdik Kota"" ""Kita akan dukung sekolah swasta di kota agar anak2 yang terdampak zonasi di kab sekitar juga bisa bersekolah di swasta kota."" ""😬😬😬",aku inget tarik waktu diskusi sama disdik kota dukung sekolah swasta kota anak dampak zonasi kab sekolah swasta kota,Positif
202,Gw sih dukung sistem Zonasi utk sekolah…,dukung sistem zonasi sekolah,Positif
203,@besta_ @BuzzerShestar Gue gen z dukung UN dan gk pro merdeka belajar. Karena apa? Karena anak tentangga gue minta tolong daftarin sekolah negeri gk mampu swasta tp gk kena zonasi. Parahnya nilai dia jelek semua dan udah mau mau masuk sma tp kaga ngerti komputer sih bener2 deh ah 🥲🥲,gue gen dukung pro merdeka ajar apa anak tentangga gue minta daftarin sekolah negeri mampu swasta kena zonasi parah nilai jelek semua mau mau masuk sma kaga ngerti komputer bener,Negatif
204,"Aku pribadi dukung zonasi tapi setelah semua sekolah secara kualitas dan kuantitas merata. Infrastruktur penunjangnya sama bagus, gaji guru juga bagus, dan sarpras juga bagus."" ""Kasihan anak-anak yang motivasi belajarnya tinggi tapi karena tinggal di pinggiran gak bisa optimize.",aku pribadi dukung zonasi telah semua sekolah kualitas kuantitas rata infrastruktur tunjang sama bagus gaji guru bagus sarpras bagus kasihan anak anak motivasi ajar tinggi karena tinggal pinggir optimize,Positif
205,"@fluoroantimonat @Momogie613 @hannahderaline @Abd_Masroer @sociotalker Setuju, gw gak dukung nadiem, tapi benci sama muhadjir, karena doi jadi zonasi, nadiem gak bisa semena mena ngehapus itu, muhadjir aja masih jadi menko. Cuma porsinya udah dikurangin sama nadiem",tuju dukung nadiem benci sama muhadjir doi zonasi nadiem semena mena ngehapus muhadjir menko cuma porsi rangin sama nadiem,Negatif
206,"in my hometown, banyak yang dukung mulyono. but at the same time, mereka juga ngeluh apa-apa naik atau salah satunya juga sistem zonasi yang aku sebut. padahal yang mereka keluhkan juga produk dari kebijakan pemerintah.",hometown banyak dukung mulyono but the same time ngeluh apa apa naik salah satu sistem zonasi aku sebut padahal keluh produk bijak perintah,Negatif
207,"Ombudsman Dukung Penuh Sistem Zonasi dalam Penerimaan Peserta Didik Baru 2024, Alasannya Cegah Label Sekolah Favorit: Semua Anak Punya Hak: Anggota Ombudsman, Indraza Marzuki Rais menjelaskan alasan lembaganya dukung penuh sistem zonasi. Sebab dengan… https://t.co/p44wJ4mL3A https://t.co/lYHnXacAda",ombudsman dukung penuh sistem zonasi terima serta didik baru alas cegah label sekolah favorit semua anak punya hak anggota ombudsman indraza marzuki rais jelas alas lembaga dukung penuh sistem zonasi,Positif
208,"Dukung Pelestarian dan Perlindungan Sumberdaya Kelautan dan Perikanan, LKKPN Pekanbaru Laksanakan Monitoring Implementasi Zonasi di Kawasan Konservasi Pulau Pieh nih!"" ""#SaktiWahyuTrenggono #KKPBEYOND #KKPgoid #BulanCintaLaut #DJPKRL #BijakMengelolaLaut https://t.co/niC3HY7rG1",dukung lestari lindung sumberdaya laut ikan lkkpn pekanbaru laksana monitoring implementasi zonasi kawasan konservasi pulau pieh,Positif
209,Sy dukung capres yg mau menghapus zonasi pendidikan dasar,dukung capres mau hapus zonasi didik dasar,Negatif
210,"@_haye_ NYAAAHAHAHAHAHA.."" 1. dukung zonasi sekolah,tapi ngakalin rumah dinas jadi rumah pribadi supaya putri tercinta masuk zonasi sekolah paporit 2. Gaspol proyek2 instagrammable yg skrg ga jelas juntrungannya,yg penting sudah meraup like di medsos ""3. Janjiin LRT dan kereta gantung",nyaaahahahahaha dukung zonasi sekolah ngakalin rumah dinas rumah pribadi putri cinta masuk zonasi sekolah paporit gaspol proyek instagrammable skrg jelas juntrung penting raup like medsos janjiin lrt kereta gantung,Negatif
211,"Apa yang diharapkan dari orang yang dukung zonasi, tapi ngakalin kartu keluarga biar anaknya bisa masuk SMA favorit di kota bandung",apa harap orang dukung zonasi ngakalin kartu keluarga biar anak masuk sma favorit kota bandung,Positif
212,Agustina Dukung Rencana Evaluasi Pelaksanaan PPDB Berdasar Zonasi https://t.co/VZV3Va89XL,agustina dukung rencana evaluasi laksana ppdb dasar zonasi,Netral
213,"Ini headlinenya KompasTV knp jd kesannya Nadiem kyk nyalahin Muhadjir ya? Pdhl klo baca di artikel ini, justru Nadiem emg dukung zonasi & niat lanjutin kebijakan Muhadjir krn emg bagus "" https://t.co/cBfFBzNlTf Dan emg bener sih gulw setuju zonasi bagus bwt pemerataan. ""Bhw skrg banyak penyelewengan & jual beli kursi ya, pelaksananya Disdik daerah2 noh salahin..",headlinenya kompastv knp kesan nadiem kyk nyalahin muhadjir pdhl klo baca artikel justru nadiem emg dukung zonasi niat lanjutin bijak muhadjir krn emg bagus emg bener gulw tuju zonasi bagus bwt perata bhw skrg banyak seleweng jual beli kursi laksana disdik daerah noh salahin,Positif
214,"1. Sy dukung zonasi, karena sejatinya kebijakn tsb baik bagi anak&amp""; persekolahn jk diterapkn dg konsisten.; ""Jgn salah sangka, anak2 sy jg korban zonasi. Tapi kebijakan yg baik, harus di dukung."" ""2019, si sulung gagal masuk SMAN idamannya, gara2 zonasi. Tapi ujungnya masuk ITB 😅",dukung zonasi sejati kebijakn tsb baik anak persekolahn diterapkn konsisten jgn salah sangka anak korban zonasi bijak baik dukung sulung gagal masuk sman idam gara zonasi ujung masuk itb,Negatif
215,Kenapa gue dukung zonasi sekolah ini. Biar first class education hadir di semua sekolah negeri. Tugas pemerintah skrg menjamin semua sekolah adalah first class,gue dukung zonasi sekolah biar first class education hadir semua sekolah negeri tugas perintah skrg jamin semua sekolah first class,Positif
216,"Keluhan anak ga dapet sekolah karena zonasi ini sebenernya cerminan hal yang lebih mendasar: kurang sekolah."" ""Kalo ideologinya liberal akan dukung menyerahkan ini kepada pasar alias tes aja. Yang ga cukup modal untuk lolos tes atau nyurangin tes ga akan bisa sekolah.",keluh anak dapet sekolah zonasi sebenernya cermin dasar kurang sekolah ideologi liberal dukung serah pasar alias tes cukup modal lolos tes nyurangin tes sekolah,Positif
217,"@maulidanaviv @yusufgunawan 1. Melakukan terobosan zonasi sekolah negeri terkait radius dan assessment siswa."" 2. Angkot gratis utk siswa sekolah + warga senior + single mom 3. Gratis laptop utk penerima KIP + Bidikmisi ""4. Dukung kreativitas warga (misal Festival Klampok Jaman Biyen, Festival Rolak, dll)",laku terobos zonasi sekolah negeri kait radius assessment siswa angkot gratis siswa sekolah warga senior single mom gratis laptop terima kip bidikmisi dukung kreativitas warga misal festival klampok jaman biyen festival rolak,Positif
218,"Hay #SahabatTaka Ada tiga pengembalian daya dukung kawasan/pemulihan ekosistem di TNTBR yakni mekanisme alami, rehabilitasi dan restorasi..."" • ""Sesuai dengan penetapan Zonasi, luas kawasan untuk Zona Rehabilitasi seluas 472 Ha, yang terbagi menjadi 6 titik lokasi pemulihan... https://t.co/MTJygMQSN5",hay tiga kembali daya dukung kawasan pulih ekosistem tntbr mekanisme alami rehabilitasi restorasi sesuai tetap zonasi luas kawasan zona rehabilitasi luas bagi jadi titik lokasi pulih,Positif
219,"Gw dukung zonasi, tapi kalau masih ada sekolah favorit dan yang lolos snmptn undangan /SMBP sekolah itu2 aja ya sama aja boong.",dukung zonasi masih sekolah favorit lolos snmptn undang smbp sekolah sama boong,Positif
220,"Yuk cek infografis di atas ya Sob untuk mengetahui pembagian zonasi di seluruh wilayah Indonesia.. "" ""Dukung Kami untuk Meraih Zona Integritas Wilayah Birokrasi Bersih dan Melayani (WBBM) Tahun 2023.",yuk cek infografis atas sob tahu bagi zonasi seluruh wilayah indonesia dukung raih zona integritas wilayah birokrasi bersih layan wbbm tahun,Positif
221,"Dukung Zonasi Sekolah 👍"" ""Sina nyikreuh ka Sakola",dukung zonasi sekolah sina nyikreuh sakola,Positif
222,"Hetifah Dukung Permendikbud Terkait Sanksi Tegas Pemalsuan Dokumen PPDB Sistem Zonasi"" https://t.co/yFW5evF44G ""#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #DirgahayuAirlangga",hetifah dukung permendikbud kait sanksi tegas palsu dokumen ppdb sistem zonasi,Positif
223,"Se-nyusahin2nya zonasi, tetap saya dukung. Karena seharusnya, konsep sekolah negeri unggulan itu tidak ada. Yg ideal ya semua sekolah negeri merata bagusnya, jadi anak2 sekolah di manapun sesuai zonasinya tidak ada masalah.",nyusahin zonasi tetap dukung harus konsep sekolah negeri unggul ideal semua sekolah negeri rata bagus anak sekolah mana sesuai zonasi masalah,Positif
224,Dukung terus asal zonasi tolong dihapuskan. Anakku mau tak alamatkan di pegununungan.,dukung terus asal zonasi hapus anak mau tak alamat pegununungan,Negatif
225,"Terkait Penerimaan Siswa Baru, Bupati Rusma Yul Anwar Minta Semua Pihak Dukung Zonasi PPDB https://t.co/7ZSfJqxPF9",kait terima siswa baru bupati rusma yul anwar minta semua pihak dukung zonasi ppdb,Positif
226,"pengen banget kali kali masuk sma favorit, tapi apa daya 💔 "" di dukung oleh prestasi, di pukul mundur oleh zonasi 🥺, dahlahh aku mau lanjut embees aja ""semoga besok bisa dapet univ impian, allahuma aamiin 🤲💖",ken kali kali masuk sma favorit apa daya dukung prestasi pukul mundur zonasi dahlahh aku mau lanjut embees moga besok dapet univ impi allahuma aamiin,Positif
227,@Squidward_san @dimarsasongko98 Point nya di kenaikan biaya pendidikannya kak. Mau bikin kurikulum Antartika jg terserah. Yg jadi masalah adalah di swasta itu tidak ada regulasi terkait biaya2 pendidikan. Pendidikan diatur UU dan UUD 45 kan. Kementriannya kemana? 10%/tahun itu besar loh. Semenjak zonasi dkk,point naik biaya didik kak mau bikin kurikulum antartika serah masalah swasta regulasi kait biaya didik didik atur uud tri tahun besar semenjak zonasi dkk,Negatif
228,"@icharis imperatif negara dalam menyediakan pendidikan untuk masyarakat, serta proses untuk mewadahi (either or seleksi, zonasi dll) kurang lebih begitu ya?"" ""Terkait yang pertama yang saya tertegun SPMB, seingat saya, ada perbedaan antara Pendidikan Tinggi dan Menengah.",imperatif negara sedia didik masyarakat proses wadah either seleksi zonasi kurang kait pertama tegun spmb ingat beda didik tinggi tengah,Netral
229,"Terima kasih telah berbagi ilmu. Bagi saya, seleksi itu penting, dan seleksi tidak menegasi pemenuhan hak negara kepada masyarakatnya. "" SPMB bukanlah menegasi pemenuhan hak, tetapi agar terjadi pola pendidikan yang berkesesuaian dengan apa yang telah ada dan diminta untuk dipenuhi seperti silabus, sks atau kurikulum. Saat ini, yang saya perhatikan adalah over supplied lembaga pendidikan, mulai dari tingkatan dasar, menengah hingga tinggi. Pemenuhan hak tidak bisa selamanya dibebankan kepada negara, karena negara memiliki keterbatasan, apalagi bagi mereka yang menganut madzhab keterlibatan sosial masyarakat diperlukan. Yang mengerikan adalah KORUPSI , KOLUSI, NEPOTISME yang ada di sistem pemerintahan kita, tidak terkecuali di Pendidikan. Agar lolos zonasi, kursi dijual senilai tertentu oleh oknum di sekolah, bla bla bla. Pengajuan satu program studi bagi lembaga pendidikan tinggi baru minimal Rp.300 juta (yang saya dengar). Padahal dengan 300 juta, lembaga baru itu dapat menambah kompetensi, fasilitas di tempatnya... Bicara pendidikan sejatinya sama dengan berbicara apapun tentang dunia, yaitu berbicara tentang kehidupan, apesnya kita sering - dipaksa - mengkotak-kotakkan, sehingga lupa, bahwa semua harus dilihat secara lebih luas. Sekali lagi, bagi saya, over supplied lembaga pendidikan di Indonesia adalah hal yang cukup serius, dampaknya, ada yang menjadi guru karena yayasan milik keluarga, alhasil disambi kuliah, untuk S1 guru sebagaimana yang dianggarkan saat tim assement meminta data, dipinjam dari sekolah lain atau orang lain...bla bla bla ""Terima kasih telah berbagi, semoga kita semua dapat berbagi kebaikan, walau hanya melalui tulisan, WYATB Bro!",terima kasih bagi ilmu seleksi penting seleksi negasi penuh hak negara masyarakat spmb bukan negasi penuh hak jadi pola didik suai apa minta penuh silabus sks kurikulum perhati over supplied lembaga didik mulai tingkat dasar tengah hingga tinggi penuh hak lama beban negara negara milik batas anut madzhab libat sosial masyarakat perlu keri korupsi kolusi nepotisme sistem perintah kecuali didik agar lolos zonasi kursi jual nila tentu oknum sekolah bla bla bla aju satu program studi bagi lembaga didik tinggi baru minimal juta dengar padahal juta lembaga baru tambah kompetensi fasilitas tempat bicara didik sejati sama bicara apa dunia bicara hidup apes sering paksa kotak kotak lupa semua lihat luas sekali bagi over supplied lembaga didik indonesia cukup serius dampak jadi guru yayasan milik keluarga alhasil sambi kuliah guru bagaimana anggar tim assement minta data pinjam sekolah orang bla bla bla terima kasih bagi moga semua bagi baik hanya lalu tulis wyatb bro,Negatif
230,"@icharis Nah. Konsep zonasi atas nama pemerataan ini, dalam mode paling optimisku, adalah langkah awal pemerataan pendidikan. Saking mandeknya selama ini, langkah apapun bisa jadi langkah awal. Tapi kemudian langkah berikutnya chromebook dan MBG. Gagal adalah kata yang super tepat.",nah konsep zonasi atas nama perata mode paling optimis langkah awal perata didik saking mandek lama langkah apa langkah awal kemudian langkah ikut chromebook mbg gagal kata super tepat,Positif
231,Dedi juga memastikan siswa yang terdampak kebijakan tersebut tidak akan ditinggalkan. Pemerintah Provinsi Jawa Barat akan memberikan beasiswa bagi siswa yang berhak masuk sekolah unggulan karena zonasi untuk melanjutkan pendidikan di sekolah swasta.,dedi pasti siswa dampak bijak sebut tinggal perintah provinsi jawa barat beri beasiswa siswa hak masuk sekolah unggul zonasi lanjut didik sekolah swasta,Netral
232,"@OniSuryaman @zanatul_91 1. Kesibukan dan kurangnya perhatian orang tua"" 2. HP dan internet 3. Sistem Zonasi 4. UU perlindungan anak yg seringkali jadi boomerang bagi guru tegas 5. Kurangnya pendidikan parenting pra nikah bagi ortu 6. Hilangnya PMP atau PPKn ""7. Kesenjangan sosial yg semakin nyata",sibuk kurang perhati orang tua internet sistem zonasi lindung anak seringkali boomerang guru tegas kurang didik parenting pra nikah ortu hilang pmp ppkn senjang sosial makin nyata,Negatif
233,"@fasabimuhammad Dulu alur ini bisa dijalani bahkan dari kluarga low income sklipn Tapi skrg udh susah nder, smnjak zonasi, sklh negeri turun kelas. Utk dpt pendidikan mumpuni ortu harus keluar dana yg ga dikit. Priviledge pnya keluarga brkecukupan menjadi poin penentu dijaman skrg. Gara2 Jokowi",dulu alur jalan bahkan kluarga low income sklipn skrg susah nder smnjak zonasi sklh negeri turun kelas dpt didik mumpuni ortu keluar dana dikit priviledge pnya keluarga brkecukupan jadi poin tentu jam skrg gara jokowi,Negatif
234,"Semenjak sistem zonasi, murid-murid di Jabodetabek pun jadi pada begini. Bener sih pendidikan jadi merata, tapi meratanya ikut anjlok semua",semenjak sistem zonasi murid murid jabodetabek begini bener didik rata rata ikut anjlok semua,Positif
235,"@rsngprad Anak saya sudah masuk SD swasta. Smp nanti kami usahakan swasta juga. "" ""Saya adalah hasil pendidikan sekolah negeri yg dl sangat kompetitif. Saya percaya, semakin ketat kompetisi, semakin tinggi anak berkembang. Sekolah negeri skrg dan zonasi tidak bisa memberikan itu.",anak masuk swasta smp usaha swasta hasil didik sekolah negeri sangat kompetitif percaya makin ketat kompetisi makin tinggi anak kembang sekolah negeri skrg zonasi beri,Negatif
236,"Anggaran pendidikan sudah terbatas, makin berkurang dgn MBG, yg sampai ke sekolah negeri berkurang, siswanya bercampur dgn kebijakan zonasi, SDM gurunya sibuk dgn berbagai administrasi, ketambahan mengurus MBG pula... "" ""Segera hadir, ke sekolah2 negeri di sekitar anda. ☹️",anggar didik batas makin kurang mbg sekolah negeri kurang siswa campur bijak zonasi sdm guru sibuk bagai administrasi tambah urus mbg segera hadir sekolah negeri anda,Netral
237,"Saudaraku jadi salah satu yang terdampak adanya zonasi."" Kesulitan cari sekolah sana sini karena memang jarak dengan sekolah negeri terdekat jauh. Zonasi ini visinya bagus buat pemerataan kualitas murid, tapi cenderung gagal akibat sebaran sekolah ga merata dan fasilitas antar sekolah yang masih timpang. Belum ketabrak masalah akses transportasi ke lokasi. Dan sepakat, untuk kelas menengah, menurut saya kebijakan pendidikan saat ini terasa sangat berat di beberapa jenjang, khususnya SMA ke atas. ""Semoga 20persen APBN lebih bisa menyentuh hal-hal teknis pendidikan.",saudara salah satu dampak ada zonasi sulit cari sekolah sana sini jarak sekolah negeri dekat jauh zonasi visi bagus buat perata kualitas murid cenderung gagal akibat sebar sekolah rata fasilitas antar sekolah timpang tabrak masalah akses transportasi lokasi sepakat kelas tengah bijak didik asa sangat berat beberapa jenjang khusus sma atas moga persen apbn sentuh hal teknis didik,Positif
